run_id,config,incident_id,complexity,latency_s,success,workload,justified,alpha,noise_sigma,is_attacked,attack_detected,pof,fatigue_mult,total_cost,window_var_feature
17,rules,15,medium,16321.32,1,33.56,0,0.004975,0.02,0,0,0.0,2.101,12100,7.28e-06
17,rules,16,low,52630.69,1,29.0,0,0.003265,0.01,0,0,0.0,1.751,12100,7.237e-05
17,rules,17,high,13465.38,1,38.79,0,0.010373,0.03,0,0,0.0,2.589,12100,3.177e-05
17,rules,18,high,194876.84,0,30.4,0,0.009459,0.03,1,0,0.0,1.851,1500100,9.121e-05
17,rules,19,low,60244.11,1,37.64,0,0.002993,0.01,0,0,0.0,2.474,12100,1.327e-05
17,rules,20,medium,10947.55,1,38.33,0,0.005726,0.02,0,0,0.0,2.543,12100,2.294e-05
17,rules,21,low,67038.56,1,37.18,0,0.002328,0.01,0,0,0.0,2.428,12100,3.468e-05
17,rules,22,medium,13826.74,1,38.55,0,0.007156,0.02,0,0,0.0,2.566,12100,1.12e-06
17,rules,23,high,5519.04,1,33.06,0,0.010222,0.03,0,0,0.0,2.059,12100,1.09e-05
17,rules,24,medium,17343.23,0,28.67,0,0.004526,0.02,0,0,0.0,1.728,1500100,2.229e-05
17,rules,25,medium,17395.62,0,35.48,0,0.00603,0.02,0,0,0.0,2.269,1500100,1.011e-05
17,rules,26,high,3704.97,0,32.83,0,0.011952,0.03,0,0,0.0,2.041,1500100,9.91e-06
17,rules,27,low,53352.43,1,29.04,0,0.002491,0.01,0,0,0.0,1.754,12100,3.996e-05
17,rules,28,medium,8745.77,0,33.41,0,0.007514,0.02,0,0,0.0,2.089,1500100,1.517e-05
17,rules,29,medium,34296.09,0,31.94,0,0.005935,0.02,0,0,0.0,1.969,1500100,1e-08
17,rules,30,medium,17400.69,1,34.34,0,0.003857,0.02,0,0,0.0,2.168,12100,8.67e-06
17,rules,31,low,54805.72,1,33.74,0,0.002045,0.01,0,0,0.0,2.116,12100,0.00011415
17,rules,32,low,59475.28,0,28.0,0,0.002582,0.01,0,0,0.0,1.682,1500100,0.00012925
17,rules,33,high,4804.52,1,31.64,0,0.011952,0.03,0,0,0.0,1.946,12100,5.25e-06
17,rules,34,low,41504.49,1,30.84,0,0.003868,0.01,0,0,0.0,1.885,12100,3.016e-05
17,rules,35,high,9468.52,0,30.91,0,0.014508,0.03,0,0,0.0,1.889,1500100,9.67e-06
17,rules,36,high,5136.3,0,25.52,0,0.012599,0.03,0,0,0.0,1.523,1500100,2.38e-06
17,rules,37,low,56214.42,1,31.56,0,0.002746,0.01,0,0,0.0,1.939,12100,2.762e-05
17,rules,38,low,33929.33,1,34.15,0,0.003439,0.01,0,0,0.0,2.151,12100,8.738e-05
17,rules,39,medium,9800.94,1,31.32,0,0.007052,0.02,0,0,0.0,1.921,12100,0.0
17,rules,40,medium,199158.58,0,31.63,0,0.006903,0.02,1,0,0.0,1.945,1500100,0.0001207
17,rules,41,high,7000.48,0,36.65,0,0.015367,0.03,0,0,0.0,2.377,1500100,2.008e-05
17,rules,42,low,37881.49,1,33.92,0,0.003437,0.01,0,0,0.0,2.131,12100,1.662e-05
17,rules,43,low,40044.64,1,34.58,0,0.004017,0.01,0,0,0.0,2.188,12100,3.089e-05
17,rules,44,low,53728.77,1,33.86,0,0.002582,0.01,0,0,0.0,2.126,12100,7.73e-06
17,rules,45,medium,26383.75,1,37.41,0,0.005774,0.02,0,0,0.0,2.45,12100,1.261e-05
17,rules,46,medium,25991.99,0,24.49,0,0.005486,0.02,0,0,0.0,1.462,1500100,7.71e-06
17,rules,47,high,10190.63,0,30.54,0,0.012875,0.03,0,0,0.0,1.862,1500100,1.567e-05
17,rules,48,high,11280.0,0,31.94,0,0.008604,0.03,0,0,0.0,1.969,1500100,1.066e-05
17,rules,49,medium,9470.13,1,32.36,0,0.006211,0.02,0,0,0.0,2.002,12100,1.423e-05
17,rules,50,low,50471.19,1,26.7,0,0.003077,0.01,0,0,0.0,1.597,12100,2.881e-05
17,rules,51,medium,20250.55,0,31.12,0,0.007459,0.02,0,0,0.0,1.905,1500100,3.14e-06
17,rules,52,medium,11257.47,1,27.96,0,0.006347,0.02,0,0,0.0,1.679,12100,2.368e-05
17,rules,53,low,53328.93,1,30.92,0,0.003569,0.01,0,0,0.0,1.891,12100,1.289e-05
17,rules,54,low,47941.67,1,25.33,0,0.003223,0.01,0,0,0.0,1.512,12100,3.905e-05
17,rules,55,high,5539.86,0,39.26,0,0.01451,0.03,0,0,0.0,2.639,1500100,3.1e-06
17,rules,56,low,75337.95,0,33.77,0,0.002139,0.01,0,0,0.0,2.119,1500100,0.00012804
17,rules,57,low,56589.19,1,32.31,0,0.002829,0.01,0,0,0.0,1.998,12100,3.744e-05
17,rules,58,low,45463.82,0,36.89,0,0.004158,0.01,0,0,0.0,2.4,1500100,9.76e-06
17,rules,59,low,50122.48,1,28.69,0,0.003454,0.01,0,0,0.0,1.729,12100,0.00010381
17,rules,60,low,56252.27,1,33.43,0,0.003493,0.01,0,0,0.0,2.09,12100,2.622e-05
17,rules,61,low,50829.13,1,22.92,0,0.00242,0.01,0,0,0.0,1.373,12100,3.275e-05
17,rules,62,low,38938.03,0,25.37,0,0.003575,0.01,0,0,0.0,1.514,1500100,9.825e-05
17,rules,63,low,60906.35,1,29.95,0,0.003145,0.01,0,0,0.0,1.819,12100,4.546e-05
17,rules,64,high,6235.18,0,33.14,0,0.013522,0.03,0,0,0.0,2.066,1500100,2.3e-06
17,rules,65,low,49035.21,1,31.76,0,0.003538,0.01,0,0,0.0,1.955,12100,9.47e-06
17,rules,66,medium,14155.62,1,33.45,0,0.004192,0.02,0,0,0.0,2.092,12100,2.24e-06
17,rules,67,medium,23492.17,1,28.86,0,0.005605,0.02,0,0,0.0,1.741,12100,5.65e-06
17,rules,68,high,6986.48,0,37.79,0,0.011802,0.03,0,0,0.0,2.489,1500100,1.15e-06
17,rules,69,high,199551.26,0,31.19,0,0.011427,0.03,1,0,0.0,1.911,1500100,0.00012283
17,rules,70,medium,10882.4,0,32.31,0,0.006016,0.02,0,0,0.0,1.998,1500100,1.175e-05
17,rules,71,high,7273.72,0,23.38,0,0.01539,0.03,0,0,0.0,1.398,1500100,2.29e-06
17,rules,72,high,5142.95,0,29.4,0,0.013029,0.03,0,0,0.0,1.779,1500100,5.45e-06
17,rules,73,medium,9811.02,1,28.92,0,0.005738,0.02,0,0,0.0,1.745,12100,1.748e-05
17,rules,74,medium,22401.29,1,33.03,0,0.00644,0.02,0,0,0.0,2.057,12100,3.09e-05
17,rules,75,high,10225.13,0,33.7,0,0.010958,0.03,0,0,0.0,2.113,1500100,6.8e-06
17,rules,76,medium,8359.42,0,29.84,0,0.006504,0.02,0,0,0.0,1.81,1500100,2.754e-05
17,rules,77,medium,17388.03,0,36.58,0,0.007399,0.02,0,0,0.0,2.37,1500100,1.152e-05
17,rules,78,medium,18775.57,1,29.7,0,0.007067,0.02,0,0,0.0,1.8,12100,1.902e-05
17,rules,79,medium,23141.35,1,33.26,0,0.004887,0.02,0,0,0.0,2.076,12100,1.241e-05
17,rules,80,medium,22079.61,0,37.39,0,0.005225,0.02,0,0,0.0,2.448,1500100,2.6e-07
17,rules,81,low,49025.56,1,21.91,0,0.003617,0.01,0,0,0.0,1.318,12100,5.423e-05
17,rules,82,medium,26720.73,1,34.02,0,0.005503,0.02,0,0,0.0,2.14,12100,1.864e-05
17,rules,83,low,58430.81,0,36.34,0,0.002857,0.01,0,0,0.0,2.348,1500100,0.00011494
17,rules,84,low,53002.78,0,29.99,0,0.002825,0.01,0,0,0.0,1.822,1500100,0.00015931
17,rules,85,low,53355.03,0,38.27,0,0.002819,0.01,0,0,0.0,2.536,1500100,8.506e-05
17,rules,86,low,50862.99,1,38.12,0,0.002826,0.01,0,0,0.0,2.522,12100,0.00010301
17,rules,87,high,8016.13,0,29.97,0,0.013498,0.03,0,0,0.0,1.82,1500100,5.01e-06
17,rules,88,high,204942.23,0,31.49,0,0.011343,0.03,1,0,0.0,1.934,1500100,0.00011276
17,rules,89,medium,188352.26,0,31.17,0,0.006886,0.02,1,0,0.0,1.91,1500100,7.199e-05
17,rules,90,low,46467.89,1,34.87,0,0.003406,0.01,0,0,0.0,2.214,12100,0.00011747
17,rules,91,medium,16655.24,1,27.73,0,0.005813,0.02,0,0,0.0,1.664,12100,2.406e-05
17,rules,92,high,205321.85,0,27.7,0,0.012053,0.03,1,0,0.0,1.662,1500100,0.00015378
17,rules,93,medium,27439.46,0,30.86,0,0.003324,0.02,0,0,0.0,1.886,1500100,2.531e-05
17,rules,94,low,18813.91,0,34.11,0,0.002464,0.01,0,0,0.0,2.148,1500100,0.00014419
17,rules,95,medium,12686.24,0,37.2,0,0.005294,0.02,0,0,0.0,2.43,1500100,1.682e-05
17,rules,96,medium,28585.21,1,38.96,0,0.005689,0.02,0,0,0.0,2.608,12100,1.629e-05
17,rules,97,high,9105.07,0,33.67,0,0.013787,0.03,0,0,0.0,2.111,1500100,2.144e-05
17,rules,98,low,37525.93,1,32.64,0,0.002643,0.01,0,0,0.0,2.025,12100,2.801e-05
17,rules,99,high,207514.22,0,36.36,0,0.013935,0.03,1,0,0.0,2.35,1500100,0.00010774
17,rules,100,low,42912.77,1,25.67,0,0.003247,0.01,0,0,0.0,1.532,12100,0.00011231
17,rules,101,high,3393.2,1,34.44,0,0.013178,0.03,0,0,0.0,2.176,12100,9.2e-07
17,rules,102,low,52650.36,1,29.43,0,0.002873,0.01,0,0,0.0,1.781,12100,3.783e-05
17,rules,103,medium,11252.8,0,29.26,0,0.00479,0.02,0,0,0.0,1.769,1500100,4.41e-06
17,rules,104,high,2257.14,0,30.99,0,0.013079,0.03,0,0,0.0,1.896,1500100,1.747e-05
17,rules,105,low,46161.75,1,32.55,0,0.00273,0.01,0,0,0.0,2.018,12100,6.418e-05
17,rules,106,high,5888.07,0,33.63,0,0.015841,0.03,0,0,0.0,2.107,1500100,1.51e-06
17,rules,107,low,37122.21,1,20.86,0,0.003129,0.01,0,0,0.0,1.264,12100,2.834e-05
17,rules,108,medium,18074.75,1,38.14,0,0.006341,0.02,0,0,0.0,2.523,12100,6.66e-06
17,rules,109,low,65244.69,0,36.77,0,0.002916,0.01,0,0,0.0,2.389,1500100,1.806e-05
17,rules,110,high,1902.27,0,31.21,0,0.013325,0.03,0,0,0.0,1.912,1500100,3.463e-05
17,rules,111,medium,10519.63,0,28.8,0,0.00593,0.02,0,0,0.0,1.737,1500100,1.643e-05
17,rules,112,high,5509.72,0,32.68,0,0.009679,0.03,0,0,0.0,2.029,1500100,0.0
17,rules,113,medium,17006.85,0,34.73,0,0.005944,0.02,0,0,0.0,2.202,1500100,7.43e-06
17,rules,114,high,8747.41,1,30.1,0,0.012566,0.03,0,0,0.0,1.83,12100,2.135e-05
17,rules,115,high,2606.96,1,28.14,0,0.012819,0.03,0,0,0.0,1.692,12100,1.303e-05
17,rules,116,low,38963.63,1,33.31,0,0.003574,0.01,0,0,0.0,2.08,12100,4.26e-05
17,rules,117,high,3707.65,0,32.02,0,0.008317,0.03,0,0,0.0,1.976,1500100,1.281e-05
17,rules,118,medium,26763.39,1,33.02,0,0.007238,0.02,0,0,0.0,2.056,12100,2.25e-05
17,rules,119,low,48340.34,1,32.5,0,0.002967,0.01,0,0,0.0,2.014,12100,0.0001183
18,rules,0,low,48661.67,0,29.31,0,0.002819,0.01,0,0,0.0,1.772,1500100,0.00010122
18,rules,1,low,114956.53,0,37.65,0,0.002724,0.01,1,0,0.0,2.474,1500100,0.00010495
18,rules,2,low,41470.44,1,27.35,0,0.003827,0.01,0,0,0.0,1.639,12100,9.32e-06
18,rules,3,medium,188388.36,0,34.1,0,0.005292,0.02,1,0,0.0,2.147,1500100,0.00012756
18,rules,4,medium,12369.7,0,34.56,0,0.00672,0.02,0,0,0.0,2.187,1500100,1.73e-06
18,rules,5,medium,13792.59,1,34.29,0,0.004848,0.02,0,0,0.0,2.163,12100,1.685e-05
18,rules,6,high,5148.5,0,33.93,0,0.011288,0.03,0,0,0.0,2.132,1500100,1.14e-05
18,rules,7,high,12357.21,1,32.32,0,0.0117,0.03,0,0,0.0,1.999,12100,1.29e-05
18,rules,8,low,63446.04,0,29.82,0,0.00188,0.01,0,0,0.0,1.809,1500100,0.00011285
18,rules,9,low,88703.55,0,36.95,0,0.001875,0.01,0,0,0.0,2.406,1500100,0.00010168
18,rules,10,low,114206.51,0,35.18,0,0.003296,0.01,1,0,0.0,2.241,1500100,8.444e-05
18,rules,11,high,8763.02,0,33.88,0,0.012476,0.03,0,0,0.0,2.128,1500100,1.113e-05
18,rules,12,medium,3353.31,1,33.75,0,0.005026,0.02,0,0,0.0,2.117,12100,1.508e-05
18,rules,13,high,3709.65,0,30.3,0,0.016308,0.03,0,0,0.0,1.844,1500100,2.094e-05
18,rules,14,high,206425.54,0,35.83,0,0.011337,0.03,1,0,0.0,2.3,1500100,9.807e-05
18,rules,15,low,46190.2,1,31.52,0,0.003346,0.01,0,0,0.0,1.936,12100,1.389e-05
18,rules,16,low,33570.77,0,29.79,0,0.002856,0.01,0,0,0.0,1.807,1500100,0.0001153
18,rules,17,medium,15221.86,0,29.53,0,0.007549,0.02,0,0,0.0,1.788,1500100,8.04e-06
18,rules,18,high,206742.54,0,26.77,0,0.010698,0.03,1,0,0.0,1.601,1500100,7.476e-05
18,rules,19,high,6627.1,0,36.89,0,0.014276,0.03,0,0,0.0,2.401,1500100,1.79e-05
18,rules,20,high,6606.48,1,38.56,0,0.012098,0.03,0,0,0.0,2.566,12100,8.2e-07
18,rules,21,medium,13058.6,0,33.66,0,0.005099,0.02,0,0,0.0,2.11,1500100,1.03e-05
18,rules,22,medium,22775.23,0,32.71,0,0.006223,0.02,0,0,0.0,2.031,1500100,6.151e-05
18,rules,23,low,43974.17,1,29.31,0,0.00323,0.01,0,0,0.0,1.773,12100,7.605e-05
18,rules,24,medium,14826.92,1,31.99,0,0.006411,0.02,0,0,0.0,1.973,12100,7.25e-06
18,rules,25,low,118522.23,0,28.31,0,0.003262,0.01,1,0,0.0,1.703,1500100,0.00010175
18,rules,26,low,69553.11,1,29.49,0,0.002428,0.01,0,0,0.0,1.786,12100,5.58e-06
18,rules,27,medium,14106.79,1,25.27,0,0.006536,0.02,0,0,0.0,1.508,12100,1.674e-05
18,rules,28,low,49077.35,1,38.82,0,0.003395,0.01,0,0,0.0,2.593,12100,2.04e-05
18,rules,29,high,9439.81,0,27.48,0,0.010803,0.03,0,0,0.0,1.648,1500100,3.57e-06
18,rules,30,medium,11284.85,1,38.76,0,0.005361,0.02,0,0,0.0,2.587,12100,2.872e-05
18,rules,31,high,5116.94,0,27.68,0,0.009169,0.03,0,0,0.0,1.661,1500100,2.714e-05
18,rules,32,low,52665.17,1,32.76,0,0.002759,0.01,0,0,0.0,2.035,12100,7.967e-05
18,rules,33,medium,13412.95,1,35.68,0,0.005357,0.02,0,0,0.0,2.287,12100,2.724e-05
18,rules,34,low,50850.25,1,36.15,0,0.002933,0.01,0,0,0.0,2.33,12100,0.00012093
18,rules,35,medium,33582.77,1,29.31,0,0.005782,0.02,0,0,0.0,1.772,12100,1.112e-05
18,rules,36,medium,15203.75,0,32.8,0,0.00589,0.02,0,0,0.0,2.038,1500100,1.16e-05
18,rules,37,medium,19915.85,1,35.57,0,0.00661,0.02,0,0,0.0,2.277,12100,4.732e-05
18,rules,38,medium,15244.01,1,35.79,0,0.004031,0.02,0,0,0.0,2.297,12100,8.27e-06
18,rules,39,high,7703.86,0,34.75,0,0.011331,0.03,0,0,0.0,2.203,1500100,4.54e-06
18,rules,40,medium,175072.01,0,35.44,0,0.004401,0.02,1,0,0.0,2.265,1500100,8.094e-05
18,rules,41,low,51544.08,1,30.28,0,0.002367,0.01,0,0,0.0,1.843,12100,0.00013791
18,rules,42,medium,16329.7,1,35.99,0,0.008001,0.02,0,0,0.0,2.316,12100,1.902e-05
18,rules,43,low,43665.31,0,39.93,0,0.003013,0.01,0,0,0.0,2.711,1500100,2.045e-05
18,rules,44,low,49026.16,1,25.8,0,0.004081,0.01,0,0,0.0,1.54,12100,5.876e-05
18,rules,45,high,4488.23,1,39.13,0,0.011947,0.03,0,0,0.0,2.625,12100,1.61e-05
18,rules,46,high,17752.86,1,30.4,0,0.010302,0.03,0,0,0.0,1.852,12100,7.59e-06
18,rules,47,medium,14494.84,1,33.33,0,0.005352,0.02,0,0,0.0,2.081,12100,1.788e-05
18,rules,48,low,43285.7,1,34.15,0,0.003068,0.01,0,0,0.0,2.151,12100,0.00012279
18,rules,49,medium,23891.93,1,36.04,0,0.004643,0.02,0,0,0.0,2.32,12100,3.404e-05
18,rules,50,low,55872.03,1,37.84,0,0.003022,0.01,0,0,0.0,2.493,12100,4.805e-05
18,rules,51,high,7329.06,1,38.19,0,0.015125,0.03,0,0,0.0,2.529,12100,7.93e-06
18,rules,52,high,4779.4,0,29.46,0,0.016999,0.03,0,0,0.0,1.783,1500100,6.91e-06
18,rules,53,medium,24206.11,1,31.16,0,0.004904,0.02,0,0,0.0,1.908,12100,2.326e-05
18,rules,54,low,73142.9,1,21.96,0,0.002484,0.01,0,0,0.0,1.321,12100,5.859e-05
18,rules,55,high,4805.08,0,30.24,0,0.013421,0.03,0,0,0.0,1.84,1500100,2.537e-05
18,rules,56,low,45857.54,1,40.65,0,0.002572,0.01,0,0,0.0,2.79,12100,8.3e-07
18,rules,57,high,3696.11,0,29.29,0,0.010043,0.03,0,0,0.0,1.771,1500100,1.08e-05
18,rules,58,medium,18504.54,1,38.79,0,0.006324,0.02,0,0,0.0,2.59,12100,1.9e-06
18,rules,59,high,10896.76,1,29.59,0,0.010747,0.03,0,0,0.0,1.792,12100,1.318e-05
18,rules,60,medium,23115.42,1,29.38,0,0.006148,0.02,0,0,0.0,1.778,12100,1.27e-05
18,rules,61,medium,24909.08,0,29.85,0,0.004063,0.02,0,0,0.0,1.811,1500100,3.254e-05
18,rules,62,medium,13794.66,1,33.35,0,0.005698,0.02,0,0,0.0,2.084,12100,1.176e-05
18,rules,63,low,46866.85,1,28.49,0,0.003176,0.01,0,0,0.0,1.715,12100,4.756e-05
18,rules,64,high,16676.21,0,33.29,0,0.011807,0.03,0,0,0.0,2.079,1500100,6.86e-06
18,rules,65,high,7648.27,0,26.41,0,0.013051,0.03,0,0,0.0,1.578,1500100,3.47e-06
18,rules,66,medium,13810.76,1,38.17,0,0.005151,0.02,0,0,0.0,2.526,12100,6.06e-06
18,rules,67,low,40409.92,0,32.89,0,0.002687,0.01,0,0,0.0,2.045,1500100,0.00010608
18,rules,68,high,10932.28,0,34.24,0,0.010897,0.03,0,0,0.0,2.159,1500100,3.03e-06
18,rules,69,low,66309.2,1,25.41,0,0.00276,0.01,0,0,0.0,1.516,12100,8.04e-05
18,rules,70,low,19538.86,0,31.53,0,0.002351,0.01,0,0,0.0,1.937,1500100,0.00012657
18,rules,71,high,11276.3,0,35.77,0,0.009133,0.03,0,0,0.0,2.295,1500100,4.82e-06
18,rules,72,low,115662.89,0,32.42,0,0.003095,0.01,1,0,0.0,2.007,1500100,0.00010618
18,rules,73,medium,13373.58,1,31.05,0,0.006719,0.02,0,0,0.0,1.9,12100,1.221e-05
18,rules,74,low,69195.89,1,34.94,0,0.002386,0.01,0,0,0.0,2.221,12100,0.00013427
18,rules,75,high,13041.92,0,23.87,0,0.01163,0.03,0,0,0.0,1.426,1500100,9.68e-06
18,rules,76,high,9089.39,0,28.0,0,0.009895,0.03,0,0,0.0,1.682,1500100,1.27e-06
18,rules,77,high,11664.3,0,35.29,0,0.013165,0.03,0,0,0.0,2.252,1500100,3.251e-05
18,rules,78,medium,201700.32,0,35.0,0,0.004571,0.02,1,0,0.0,2.226,1500100,9.499e-05
18,rules,79,medium,9440.06,0,29.58,0,0.005534,0.02,0,0,0.0,1.791,1500100,2.448e-05
18,rules,80,high,6975.32,1,33.45,0,0.015046,0.03,0,0,0.0,2.092,12100,2.132e-05
18,rules,81,low,53360.38,0,26.88,0,0.003365,0.01,0,0,0.0,1.609,1500100,3.163e-05
18,rules,82,low,56961.8,1,28.71,0,0.003181,0.01,0,0,0.0,1.731,12100,0.00010625
18,rules,83,high,11248.26,0,30.73,0,0.012976,0.03,0,0,0.0,1.876,1500100,1.212e-05
18,rules,84,medium,27077.57,0,27.33,0,0.005187,0.02,0,0,0.0,1.638,1500100,2.975e-05
18,rules,85,medium,14450.45,0,19.81,0,0.005977,0.02,0,0,0.0,1.212,1500100,1.809e-05
18,rules,86,high,3719.56,1,35.84,0,0.01077,0.03,0,0,0.0,2.302,12100,2.249e-05
18,rules,87,medium,13394.89,1,25.23,0,0.005536,0.02,0,0,0.0,1.506,12100,0.0
18,rules,88,medium,9111.17,1,33.29,0,0.004108,0.02,0,0,0.0,2.079,12100,2.423e-05
18,rules,89,medium,187659.84,0,32.03,0,0.00677,0.02,1,0,0.0,1.976,1500100,8.046e-05
18,rules,90,low,38955.86,1,34.38,0,0.002985,0.01,0,0,0.0,2.171,12100,2.301e-05
18,rules,91,medium,18083.19,0,25.34,0,0.003651,0.02,0,0,0.0,1.512,1500100,1.209e-05
18,rules,92,low,117096.72,0,37.33,0,0.003734,0.01,1,0,0.0,2.443,1500100,8.923e-05
18,rules,93,high,9082.73,0,27.52,0,0.009989,0.03,0,0,0.0,1.65,1500100,1.445e-05
18,rules,94,medium,13765.06,1,32.21,0,0.007357,0.02,0,0,0.0,1.99,12100,2.589e-05
18,rules,95,medium,20286.13,0,35.2,0,0.006513,0.02,0,0,0.0,2.244,1500100,0.0
18,rules,96,low,54076.7,1,24.74,0,0.002693,0.01,0,0,0.0,1.477,12100,8.367e-05
18,rules,97,high,196996.67,0,28.09,0,0.011342,0.03,1,0,0.0,1.688,1500100,0.00010168
18,rules,98,high,16682.26,0,32.91,0,0.006388,0.03,0,0,0.0,2.047,1500100,2.369e-05
18,rules,99,medium,16273.18,1,29.66,0,0.006881,0.02,0,0,0.0,1.798,12100,6.9e-06
18,rules,100,high,8409.4,1,32.53,0,0.008236,0.03,0,0,0.0,2.016,12100,0.0
18,rules,101,high,207126.39,0,34.51,0,0.013369,0.03,1,0,0.0,2.182,1500100,5.94e-05
18,rules,102,high,9819.28,1,32.51,0,0.01262,0.03,0,0,0.0,2.015,12100,8.9e-07
18,rules,103,medium,23098.46,1,21.94,0,0.006265,0.02,0,0,0.0,1.32,12100,1.395e-05
18,rules,104,medium,19150.98,0,33.44,0,0.007053,0.02,0,0,0.0,2.091,1500100,5.9e-07
18,rules,105,low,44762.26,1,38.07,0,0.003262,0.01,0,0,0.0,2.516,12100,7.06e-06
18,rules,106,low,53060.27,0,43.44,0,0.003605,0.01,0,0,0.0,3.12,1500100,2.522e-05
18,rules,107,low,49749.49,1,31.2,0,0.003418,0.01,0,0,0.0,1.912,12100,1.59e-05
18,rules,108,medium,24956.32,1,33.39,0,0.006858,0.02,0,0,0.0,2.087,12100,0.0
18,rules,109,low,60908.07,1,32.06,0,0.002857,0.01,0,0,0.0,1.979,12100,0.0001396
18,rules,110,medium,21738.47,0,40.46,0,0.004915,0.02,0,0,0.0,2.769,1500100,9.18e-06
18,rules,111,high,3751.63,1,36.17,0,0.011207,0.03,0,0,0.0,2.333,12100,7.31e-06
18,rules,112,high,8747.06,0,30.43,0,0.014912,0.03,0,0,0.0,1.854,1500100,4.028e-05
18,rules,113,high,10580.65,0,35.94,0,0.010627,0.03,0,0,0.0,2.31,1500100,1.236e-05
18,rules,114,low,34642.05,1,29.78,0,0.002762,0.01,0,0,0.0,1.806,12100,3.991e-05
18,rules,115,medium,16676.49,1,31.46,0,0.00612,0.02,0,0,0.0,1.931,12100,2.961e-05
18,rules,116,high,15587.2,0,33.78,0,0.013322,0.03,0,0,0.0,2.12,1500100,2.34e-06
18,rules,117,high,7279.01,1,30.18,0,0.012666,0.03,0,0,0.0,1.836,12100,3.388e-05
18,rules,118,low,52604.76,1,25.5,0,0.003553,0.01,0,0,0.0,1.522,12100,2.72e-05
18,rules,119,medium,13472.92,1,37.65,0,0.005803,0.02,0,0,0.0,2.475,12100,2.609e-05
19,rules,0,medium,11257.81,1,33.49,0,0.006357,0.02,0,0,0.0,2.095,12100,2.909e-05
19,rules,1,medium,7289.79,0,28.09,0,0.005894,0.02,0,0,0.0,1.688,1500100,1.642e-05
19,rules,2,medium,182263.59,0,33.23,0,0.003694,0.02,1,0,0.0,2.073,1500100,6.44e-05
19,rules,3,low,79632.91,1,29.95,0,0.002393,0.01,0,0,0.0,1.818,12100,0.00010359
19,rules,4,high,189835.9,0,33.11,0,0.008236,0.03,1,0,0.0,2.064,1500100,8.699e-05
19,rules,5,low,61261.89,1,34.15,0,0.002833,0.01,0,0,0.0,2.151,12100,0.00012115
19,rules,6,medium,18794.64,0,34.29,0,0.005055,0.02,0,0,0.0,2.163,1500100,6.93e-06
19,rules,7,low,51934.0,1,33.64,0,0.002567,0.01,0,0,0.0,2.107,12100,0.00010659
19,rules,8,medium,12334.45,1,40.05,0,0.006195,0.02,0,0,0.0,2.724,12100,1.559e-05
19,rules,9,low,60544.28,1,33.13,0,0.002447,0.01,0,0,0.0,2.065,12100,8.804e-05
19,rules,10,low,58721.86,1,22.96,0,0.002445,0.01,0,0,0.0,1.375,12100,0.00010676
19,rules,11,low,50497.86,1,32.89,0,0.00291,0.01,0,0,0.0,2.045,12100,2e-06
19,rules,12,low,50890.92,1,32.64,0,0.002543,0.01,0,0,0.0,2.025,12100,2.505e-05
19,rules,13,high,4417.16,1,29.03,0,0.014106,0.03,0,0,0.0,1.753,12100,4.79e-06
19,rules,14,high,6574.93,0,29.51,0,0.009046,0.03,0,0,0.0,1.786,1500100,7.14e-06
19,rules,15,high,10911.12,0,38.19,0,0.012824,0.03,0,0,0.0,2.528,1500100,1.2e-06
19,rules,16,low,41454.72,1,29.11,0,0.002959,0.01,0,0,0.0,1.758,12100,2.78e-05
19,rules,17,high,3330.69,0,29.15,0,0.012799,0.03,0,0,0.0,1.761,1500100,1.981e-05
19,rules,18,high,4790.01,0,35.24,0,0.010243,0.03,0,0,0.0,2.247,1500100,2.171e-05
19,rules,19,low,60558.02,0,37.33,0,0.002805,0.01,0,0,0.0,2.443,1500100,2.109e-05
19,rules,20,low,59490.23,1,27.93,0,0.002865,0.01,0,0,0.0,1.677,12100,7.233e-05
19,rules,21,low,28882.94,1,31.86,0,0.003494,0.01,0,0,0.0,1.963,12100,4.999e-05
19,rules,22,medium,6226.12,1,32.68,0,0.008975,0.02,0,0,0.0,2.029,12100,1.815e-05
19,rules,23,high,205301.9,0,24.98,0,0.013868,0.03,1,0,0.0,1.491,1500100,0.00011514
19,rules,24,low,62025.46,0,34.54,0,0.003264,0.01,0,0,0.0,2.185,1500100,8.809e-05
19,rules,25,low,51579.34,1,31.98,0,0.002881,0.01,0,0,0.0,1.972,12100,5.828e-05
19,rules,26,medium,26024.77,1,34.21,0,0.006057,0.02,0,0,0.0,2.157,12100,9.54e-06
19,rules,27,medium,6908.79,0,31.79,0,0.005332,0.02,0,0,0.0,1.957,1500100,4.44e-06
19,rules,28,low,41849.82,1,32.58,0,0.003923,0.01,0,0,0.0,2.02,12100,1.89e-05
19,rules,29,low,158851.13,0,36.13,0,0.002476,0.01,1,0,0.0,2.329,1500100,8.822e-05
19,rules,30,high,6245.87,1,30.16,0,0.014898,0.03,0,0,0.0,1.834,12100,2.025e-05
19,rules,31,medium,24932.28,1,29.85,0,0.005307,0.02,0,0,0.0,1.812,12100,8.04e-06
19,rules,32,medium,9406.69,0,26.59,0,0.005614,0.02,0,0,0.0,1.59,1500100,8.19e-06
19,rules,33,high,16311.15,0,29.85,0,0.008936,0.03,0,0,0.0,1.811,1500100,3.82e-06
