run_id,config,incident_id,complexity,latency_s,success,workload,justified,alpha,noise_sigma
19,rules,106,low,49724.69,1,27.83,0,0.003111,0.01
19,rules,107,medium,29201.61,1,32.52,0,0.005833,0.02
19,rules,108,high,7607.96,0,36.46,0,0.009397,0.03
19,rules,109,medium,15880.72,0,38.77,0,0.006154,0.02
19,rules,110,medium,19847.07,0,34.82,0,0.005811,0.02
19,rules,111,low,66989.15,1,31.0,0,0.00253,0.01
19,rules,112,medium,17320.26,1,30.79,0,0.006883,0.02
19,rules,113,medium,15884.91,0,35.59,0,0.007249,0.02
19,rules,114,medium,27391.71,1,37.32,0,0.004859,0.02
19,rules,115,low,60158.17,1,31.88,0,0.002954,0.01
19,rules,116,low,55120.27,1,27.35,0,0.002713,0.01
19,rules,117,low,58714.36,0,21.56,0,0.002938,0.01
19,rules,118,low,69514.08,1,41.44,0,0.002277,0.01
19,rules,119,high,6143.92,0,28.56,0,0.011024,0.03
20,rules,0,medium,19127.89,1,35.63,0,0.004525,0.02
20,rules,1,medium,7957.71,1,34.97,0,0.004902,0.02
20,rules,2,low,35331.66,1,29.91,0,0.003704,0.01
20,rules,3,high,2922.9,1,35.17,0,0.011569,0.03
20,rules,4,medium,14436.07,1,29.29,0,0.006474,0.02
20,rules,5,medium,22003.75,1,32.6,0,0.007089,0.02
20,rules,6,high,9758.3,0,34.35,0,0.011953,0.03
20,rules,7,medium,37122.71,1,29.65,0,0.004216,0.02
20,rules,8,medium,11215.16,0,30.36,0,0.005929,0.02
20,rules,9,high,7967.98,0,36.2,0,0.01331,0.03
20,rules,10,low,60513.46,0,30.76,0,0.003202,0.01
20,rules,11,high,7988.53,0,28.31,0,0.009665,0.03
20,rules,12,low,59439.69,1,28.95,0,0.002584,0.01
20,rules,13,medium,13006.97,0,33.96,0,0.006744,0.02
20,rules,14,high,3274.69,0,33.85,0,0.01392,0.03
20,rules,15,medium,19841.64,1,35.64,0,0.006658,0.02
20,rules,16,high,3642.82,0,32.52,0,0.014579,0.03
20,rules,17,medium,22357.28,0,30.48,0,0.003876,0.02
20,rules,18,high,11571.48,1,35.9,0,0.014703,0.03
20,rules,19,high,7964.03,0,40.19,0,0.01208,0.03
20,rules,20,low,52597.81,1,33.35,0,0.002993,0.01
20,rules,21,low,55483.76,1,37.86,0,0.002489,0.01
20,rules,22,low,47201.79,0,33.53,0,0.00335,0.01
20,rules,23,high,5450.12,0,34.56,0,0.009291,0.03
20,rules,24,medium,33882.79,0,38.11,0,0.005414,0.02
20,rules,25,low,6898.01,0,37.51,0,0.00296,0.01
20,rules,26,high,10117.66,1,35.71,0,0.009678,0.03
20,rules,27,high,16599.24,0,39.02,0,0.011601,0.03
20,rules,28,high,12283.23,0,31.49,0,0.012192,0.03
20,rules,29,high,11562.26,0,26.86,0,0.011481,0.03
20,rules,30,medium,16241.92,0,28.6,0,0.006533,0.02
20,rules,31,high,11556.38,0,26.73,0,0.010534,0.03
20,rules,32,medium,21627.12,1,35.74,0,0.007184,0.02
20,rules,33,medium,10117.53,1,37.21,0,0.005697,0.02
20,rules,34,high,6532.02,0,34.57,0,0.014678,0.03
20,rules,35,low,50459.64,1,25.72,0,0.002747,0.01
20,rules,36,high,4005.91,0,25.03,0,0.011816,0.03
20,rules,37,low,36402.89,1,35.49,0,0.003704,0.01
20,rules,38,high,7245.95,0,27.9,0,0.014532,0.03
20,rules,39,low,35326.0,1,25.76,0,0.003034,0.01
20,rules,40,high,1846.51,0,38.12,0,0.006389,0.03
20,rules,41,medium,12644.51,1,34.0,0,0.005939,0.02
20,rules,42,high,6525.15,1,35.22,0,0.014255,0.03
20,rules,43,low,70964.71,1,27.99,0,0.002625,0.01
20,rules,44,high,4371.71,1,36.27,0,0.013104,0.03
20,rules,45,high,7605.09,0,32.25,0,0.013642,0.03
20,rules,46,low,38908.04,0,22.03,0,0.004108,0.01
20,rules,47,low,49374.06,1,27.42,0,0.00273,0.01
20,rules,48,high,4360.86,0,26.35,0,0.009881,0.03
20,rules,49,high,11916.58,1,29.96,0,0.009345,0.03
20,rules,50,medium,14803.55,0,33.02,0,0.005446,0.02
20,rules,51,medium,11203.81,1,33.64,0,0.006369,0.02
20,rules,52,low,59080.42,1,33.03,0,0.002922,0.01
20,rules,53,high,4020.65,0,33.94,0,0.011361,0.03
20,rules,54,high,8314.12,0,31.37,0,0.009349,0.03
20,rules,55,high,9408.25,0,34.6,0,0.013061,0.03
20,rules,56,low,44687.1,1,36.22,0,0.003654,0.01
20,rules,57,medium,10129.15,0,31.12,0,0.006335,0.02
20,rules,58,high,9417.45,0,31.24,0,0.016106,0.03
20,rules,59,low,48643.0,1,31.38,0,0.003734,0.01
20,rules,60,medium,20206.23,1,31.01,0,0.007349,0.02
20,rules,61,medium,20555.58,0,23.59,0,0.007074,0.02
20,rules,62,low,57636.97,1,35.35,0,0.003235,0.01
20,rules,63,high,3281.88,0,35.57,0,0.013827,0.03
20,rules,64,high,7240.05,1,30.19,0,0.008768,0.03
20,rules,65,high,6513.45,0,29.86,0,0.00938,0.03
20,rules,66,high,7964.79,1,34.54,0,0.013234,0.03
20,rules,67,low,47560.32,1,29.73,0,0.003397,0.01
20,rules,68,high,2581.26,0,28.47,0,0.012832,0.03
20,rules,69,high,6881.4,0,24.42,0,0.013014,0.03
20,rules,70,low,37475.42,1,33.0,0,0.004078,0.01
20,rules,71,high,11201.96,0,33.61,0,0.012498,0.03
20,rules,72,low,51163.03,1,27.15,0,0.002959,0.01
20,rules,73,medium,30288.25,1,33.81,0,0.006792,0.02
20,rules,74,high,1124.18,1,26.37,0,0.00765,0.03
20,rules,75,low,6879.75,0,30.17,0,0.001722,0.01
20,rules,76,high,8682.07,1,36.61,0,0.01021,0.03
20,rules,77,low,51168.3,1,21.93,0,0.002056,0.01
20,rules,78,high,2194.09,1,37.25,0,0.014899,0.03
20,rules,79,low,58354.78,1,31.82,0,0.003382,0.01
20,rules,80,medium,14436.74,1,34.48,0,0.006532,0.02
20,rules,81,low,58366.02,0,34.74,0,0.003191,0.01
20,rules,82,low,52607.05,1,35.7,0,0.003141,0.01
20,rules,83,high,5448.41,1,38.04,0,0.014712,0.03
20,rules,84,low,36048.73,1,26.14,0,0.003259,0.01
20,rules,85,high,2208.93,1,31.58,0,0.012938,0.03
20,rules,86,high,7961.28,1,30.24,0,0.009526,0.03
20,rules,87,high,7952.22,0,31.6,0,0.013981,0.03
20,rules,88,high,8331.59,0,28.21,0,0.014369,0.03
20,rules,89,low,54761.43,1,37.16,0,0.002978,0.01
20,rules,90,low,50449.23,1,41.37,0,0.002495,0.01
20,rules,91,high,11220.04,0,26.46,0,0.010296,0.03
20,rules,92,low,57638.16,1,29.85,0,0.002342,0.01
20,rules,93,low,51165.53,1,31.79,0,0.003145,0.01
20,rules,94,high,24532.34,1,39.01,0,0.008198,0.03
20,rules,95,low,40721.08,1,37.14,0,0.002929,0.01
20,rules,96,medium,16970.51,0,38.23,0,0.006587,0.02
20,rules,97,medium,19131.92,1,36.05,0,0.006911,0.02
20,rules,98,low,59441.8,1,36.24,0,0.002619,0.01
20,rules,99,high,2213.85,0,34.84,0,0.011199,0.03
20,rules,100,high,3654.49,0,31.36,0,0.013626,0.03
20,rules,101,low,38204.31,1,33.52,0,0.003998,0.01
20,rules,102,medium,14454.24,0,33.72,0,0.004395,0.02
20,rules,103,medium,24142.87,0,32.13,0,0.007999,0.02
20,rules,104,medium,28831.2,1,35.07,0,0.00327,0.02
20,rules,105,high,4351.51,0,25.7,0,0.011552,0.03
20,rules,106,medium,20202.82,1,28.15,0,0.005257,0.02
20,rules,107,high,7592.83,1,33.01,0,0.010845,0.03
20,rules,108,low,56549.35,1,38.03,0,0.003002,0.01
20,rules,109,high,4710.31,0,24.79,0,0.011525,0.03
20,rules,110,low,79611.88,0,30.58,0,0.001539,0.01
20,rules,111,medium,31375.55,1,42.27,0,0.00492,0.02
20,rules,112,low,39647.81,1,34.48,0,0.003351,0.01
20,rules,113,medium,11905.46,1,39.89,0,0.00609,0.02
20,rules,114,medium,16970.09,1,31.69,0,0.006912,0.02
20,rules,115,low,50439.47,1,40.47,0,0.002805,0.01
20,rules,116,medium,12994.83,0,23.28,0,0.005645,0.02
20,rules,117,high,3634.37,0,24.06,0,0.013123,0.03
20,rules,118,high,5805.66,0,33.44,0,0.012697,0.03
20,rules,119,high,9400.3,0,30.09,0,0.008845,0.03
21,rules,0,medium,18405.41,1,35.41,0,0.008323,0.02
21,rules,1,medium,12640.92,0,33.01,0,0.00551,0.02
21,rules,2,high,10842.81,0,31.38,0,0.010152,0.03
21,rules,3,high,4000.15,0,23.12,0,0.010684,0.03
21,rules,4,high,5800.05,0,33.29,0,0.013955,0.03
21,rules,5,low,31711.09,0,34.14,0,0.002643,0.01
21,rules,6,high,8677.83,1,28.95,0,0.012757,0.03
21,rules,7,medium,28108.28,1,33.07,0,0.004958,0.02
21,rules,8,medium,10834.52,1,27.09,0,0.006821,0.02
21,rules,9,medium,24879.86,0,30.11,0,0.00655,0.02
21,rules,10,medium,8683.57,1,31.25,0,0.0061,0.02
21,rules,11,low,39288.14,1,29.05,0,0.003533,0.01
21,rules,12,low,41448.68,0,35.31,0,0.003191,0.01
21,rules,13,low,41077.1,0,29.74,0,0.004236,0.01
21,rules,14,medium,15891.16,1,34.55,0,0.005803,0.02
21,rules,15,high,5441.56,1,29.62,0,0.009645,0.03
21,rules,16,medium,12276.94,1,39.52,0,0.0072,0.02
21,rules,17,low,50449.62,1,28.53,0,0.002601,0.01
21,rules,18,high,4000.02,1,26.71,0,0.017775,0.03
21,rules,19,high,13731.97,0,33.33,0,0.011346,0.03
21,rules,20,low,64130.09,1,36.07,0,0.002585,0.01
21,rules,21,medium,14800.72,1,33.45,0,0.005712,0.02
21,rules,22,medium,9053.15,1,31.64,0,0.00662,0.02
21,rules,23,low,61964.17,1,36.39,0,0.003116,0.01
21,rules,24,low,49722.3,1,34.26,0,0.003435,0.01
21,rules,25,medium,15878.55,1,35.31,0,0.005152,0.02
21,rules,26,medium,21626.77,0,28.34,0,0.006276,0.02
21,rules,27,high,2920.05,0,37.68,0,0.014311,0.03
21,rules,28,high,8345.64,1,32.74,0,0.008416,0.03
21,rules,29,high,3651.87,0,30.47,0,0.012743,0.03
21,rules,30,medium,32438.56,1,28.26,0,0.004355,0.02
21,rules,31,medium,20564.11,0,34.3,0,0.00618,0.02
21,rules,32,medium,11929.59,0,35.07,0,0.005943,0.02
21,rules,33,high,7603.73,1,29.71,0,0.0128,0.03
21,rules,34,medium,24881.55,1,29.82,0,0.005681,0.02
21,rules,35,low,59797.69,1,31.78,0,0.003036,0.01
21,rules,36,medium,18404.34,1,37.24,0,0.004405,0.02
21,rules,37,high,2206.0,1,29.88,0,0.010375,0.03
21,rules,38,low,55121.67,1,36.33,0,0.003062,0.01
21,rules,39,medium,22005.12,1,34.67,0,0.007425,0.02
21,rules,40,high,1845.42,0,26.52,0,0.009678,0.03
21,rules,41,low,72403.07,1,34.65,0,0.002327,0.01
21,rules,42,high,10123.44,0,30.86,0,0.014446,0.03
21,rules,43,medium,19482.23,0,32.43,0,0.007244,0.02
21,rules,44,medium,14441.71,0,33.34,0,0.006484,0.02
21,rules,45,medium,11192.47,1,36.52,0,0.005774,0.02
21,rules,46,low,47926.21,1,35.2,0,0.002837,0.01
21,rules,47,low,67355.96,1,38.39,0,0.002499,0.01
21,rules,48,medium,18397.94,1,30.54,0,0.00506,0.02
21,rules,49,low,62685.57,1,30.82,0,0.002198,0.01
21,rules,50,high,7237.72,0,29.02,0,0.010835,0.03
21,rules,51,medium,34980.54,1,31.72,0,0.004747,0.02
21,rules,52,medium,16235.05,0,36.74,0,0.006901,0.02
21,rules,53,medium,21283.41,0,32.46,0,0.00477,0.02
21,rules,54,medium,11564.92,0,27.69,0,0.005869,0.02
21,rules,55,low,55842.31,1,29.4,0,0.002338,0.01
21,rules,56,low,44329.08,1,23.93,0,0.003292,0.01
21,rules,57,low,34242.67,1,30.54,0,0.003126,0.01
21,rules,58,low,38566.56,1,39.4,0,0.003991,0.01
21,rules,59,medium,18039.41,1,34.11,0,0.004667,0.02
21,rules,60,low,36763.04,1,31.26,0,0.00355,0.01
21,rules,61,medium,30267.37,1,34.1,0,0.004576,0.02
21,rules,62,medium,11211.2,0,34.45,0,0.00449,0.02
21,rules,63,medium,10487.66,0,28.73,0,0.005801,0.02
21,rules,64,high,2186.4,0,32.26,0,0.013529,0.03
21,rules,65,high,5088.78,0,34.91,0,0.011566,0.03
21,rules,66,medium,33874.25,1,31.27,0,0.005364,0.02
21,rules,67,high,14088.0,1,33.37,0,0.011856,0.03
21,rules,68,medium,12637.03,0,27.45,0,0.005452,0.02
21,rules,69,low,38209.08,0,34.38,0,0.003833,0.01
21,rules,70,low,51159.45,1,33.58,0,0.003036,0.01
21,rules,71,medium,20205.15,0,38.11,0,0.007251,0.02
21,rules,72,high,8330.54,0,30.31,0,0.013728,0.03
21,rules,73,high,5432.1,0,40.8,0,0.01193,0.03
21,rules,74,low,41805.28,1,32.18,0,0.004093,0.01
21,rules,75,low,43600.97,1,28.45,0,0.00294,0.01
21,rules,76,low,47939.86,1,39.69,0,0.003776,0.01
21,rules,77,high,10132.4,1,29.51,0,0.011189,0.03
21,rules,78,high,2204.44,0,30.47,0,0.010453,0.03
21,rules,79,low,49012.45,0,32.66,0,0.002457,0.01
21,rules,80,medium,11198.78,0,31.01,0,0.006305,0.02
21,rules,81,medium,26320.18,1,30.4,0,0.005839,0.02
21,rules,82,high,12281.86,0,25.56,0,0.010741,0.03
21,rules,83,low,57276.53,1,36.46,0,0.002233,0.01
21,rules,84,medium,33154.34,1,34.49,0,0.004059,0.02
21,rules,85,medium,30278.38,0,30.32,0,0.003802,0.02
21,rules,86,medium,22733.88,0,36.16,0,0.007292,0.02
21,rules,87,medium,7235.93,1,27.98,0,0.006416,0.02
21,rules,88,low,59805.28,1,32.35,0,0.00273,0.01
21,rules,89,low,52959.0,1,32.59,0,0.002732,0.01
21,rules,90,low,47556.89,1,31.59,0,0.002816,0.01
21,rules,91,high,7243.23,0,19.94,0,0.012205,0.03
21,rules,92,medium,28830.49,1,33.05,0,0.004645,0.02
21,rules,93,high,11566.23,1,22.52,0,0.009144,0.03
21,rules,94,medium,8677.34,0,38.39,0,0.004881,0.02
21,rules,95,high,3646.1,0,26.9,0,0.010891,0.03
21,rules,96,low,40012.59,1,23.84,0,0.002982,0.01
21,rules,97,low,69166.25,1,30.03,0,0.002482,0.01
21,rules,98,high,10849.93,0,30.22,0,0.014261,0.03
21,rules,99,low,56561.47,1,32.8,0,0.003284,0.01
21,rules,100,high,6875.25,0,33.3,0,0.009093,0.03
21,rules,101,high,4373.65,0,32.78,0,0.010852,0.03
21,rules,102,low,33886.31,1,35.7,0,0.002535,0.01
21,rules,103,low,52955.67,1,27.88,0,0.002949,0.01
21,rules,104,high,6154.21,0,30.79,0,0.012101,0.03
21,rules,105,low,54044.58,0,34.02,0,0.002668,0.01
21,rules,106,low,52248.86,1,34.72,0,0.003378,0.01
21,rules,107,low,30999.99,1,30.95,0,0.003447,0.01
21,rules,108,high,5437.03,0,36.2,0,0.012423,0.03
21,rules,109,low,53687.52,1,28.16,0,0.003386,0.01
21,rules,110,medium,15520.63,0,33.02,0,0.005185,0.02
21,rules,111,low,47567.8,1,27.15,0,0.00304,0.01
21,rules,112,low,46831.15,1,34.54,0,0.002919,0.01
21,rules,113,medium,18401.45,0,28.67,0,0.006254,0.02
21,rules,114,low,55467.19,1,24.9,0,0.002639,0.01
21,rules,115,high,6866.58,0,27.95,0,0.012174,0.03
21,rules,116,low,50087.7,0,33.85,0,0.003916,0.01
21,rules,117,high,8318.12,0,30.36,0,0.012694,0.03
21,rules,118,medium,13346.68,1,33.86,0,0.004691,0.02
21,rules,119,low,34617.96,1,25.45,0,0.003743,0.01
22,rules,0,medium,18753.1,0,25.51,0,0.00582,0.02
22,rules,1,high,4720.76,0,29.17,0,0.011434,0.03
22,rules,2,low,52596.97,1,37.9,0,0.003113,0.01
22,rules,3,low,37833.28,1,38.45,0,0.002775,0.01
22,rules,4,low,52963.45,1,31.55,0,0.002917,0.01
22,rules,5,high,2574.52,1,29.08,0,0.01183,0.03
22,rules,6,medium,11205.73,1,34.23,0,0.005776,0.02
22,rules,7,high,10472.27,0,28.79,0,0.012464,0.03
22,rules,8,low,49721.13,0,31.87,0,0.003352,0.01
22,rules,9,low,51155.17,1,30.16,0,0.002817,0.01
22,rules,10,medium,19483.14,0,41.11,0,0.008298,0.02
22,rules,11,medium,27406.39,0,27.83,0,0.003801,0.02
22,rules,12,medium,23791.55,0,31.84,0,0.004569,0.02
22,rules,13,high,11569.53,0,31.04,0,0.012551,0.03
22,rules,14,medium,22365.56,1,30.59,0,0.00704,0.02
22,rules,15,high,7596.57,0,29.03,0,0.016255,0.03
22,rules,16,high,2206.96,1,30.49,0,0.011036,0.03
22,rules,17,high,3650.34,1,33.3,0,0.010103,0.03
22,rules,18,medium,13720.09,1,34.81,0,0.006935,0.02
22,rules,19,low,47918.14,1,32.06,0,0.002747,0.01
22,rules,20,medium,18766.73,1,34.14,0,0.004966,0.02
22,rules,21,medium,20933.95,1,34.17,0,0.006423,0.02
22,rules,22,high,6533.34,0,30.81,0,0.011939,0.03
22,rules,23,low,42867.92,1,33.83,0,0.00299,0.01
22,rules,24,low,34251.01,1,27.81,0,0.002843,0.01
22,rules,25,medium,10855.64,1,30.15,0,0.00554,0.02
22,rules,26,medium,22730.73,1,29.81,0,0.006061,0.02
22,rules,27,medium,15146.04,1,33.6,0,0.006946,0.02
22,rules,28,high,7246.52,0,32.56,0,0.010856,0.03
22,rules,29,low,50085.29,1,29.62,0,0.003277,0.01
22,rules,30,low,51524.31,0,31.03,0,0.00291,0.01
22,rules,31,high,3271.94,1,35.6,0,0.011561,0.03
22,rules,32,high,5068.89,0,37.42,0,0.015655,0.03
22,rules,33,low,74190.08,0,39.66,0,0.002451,0.01
22,rules,34,low,55121.43,1,37.18,0,0.003117,0.01
22,rules,35,high,6159.89,0,38.7,0,0.00975,0.03
22,rules,36,low,56555.93,1,26.38,0,0.00305,0.01
22,rules,37,medium,10848.79,0,38.04,0,0.004841,0.02
22,rules,38,high,5436.04,1,28.84,0,0.011196,0.03
22,rules,39,medium,30281.89,0,27.21,0,0.005946,0.02
22,rules,40,high,2926.14,0,29.03,0,0.010592,0.03
22,rules,41,high,15517.43,0,35.37,0,0.009606,0.03
22,rules,42,high,9400.95,0,31.69,0,0.012971,0.03
22,rules,43,low,35690.38,0,29.78,0,0.002254,0.01
22,rules,44,high,4355.77,0,36.24,0,0.011506,0.03
22,rules,45,low,69165.27,1,32.79,0,0.001992,0.01
22,rules,46,high,7237.12,0,32.24,0,0.011869,0.03
22,rules,47,high,6525.04,0,30.58,0,0.014017,0.03
22,rules,48,medium,16955.3,1,27.13,0,0.00771,0.02
22,rules,49,medium,23815.58,0,28.84,0,0.004866,0.02
22,rules,50,high,13361.05,0,36.6,0,0.013874,0.03
22,rules,51,high,7963.61,1,32.48,0,0.012612,0.03
22,rules,52,medium,13351.66,0,29.65,0,0.006832,0.02
22,rules,53,high,16240.31,0,33.41,0,0.009351,0.03
22,rules,54,low,46482.18,1,31.67,0,0.002465,0.01
22,rules,55,low,42171.81,1,27.12,0,0.003418,0.01
22,rules,56,high,8316.4,1,21.76,0,0.011111,0.03
22,rules,57,high,2205.6,0,29.69,0,0.0116,0.03
22,rules,58,medium,17323.0,0,31.36,0,0.006747,0.02
22,rules,59,high,5077.88,0,32.14,0,0.010268,0.03
22,rules,60,high,4354.58,0,24.6,0,0.017801,0.03
22,rules,61,medium,29209.34,0,28.5,0,0.006712,0.02
22,rules,62,low,46483.74,1,24.94,0,0.003037,0.01
22,rules,63,low,40710.64,1,31.7,0,0.003655,0.01
22,rules,64,medium,24876.27,1,27.51,0,0.007815,0.02
22,rules,65,medium,12285.52,1,31.03,0,0.006024,0.02
22,rules,66,medium,15878.27,1,33.03,0,0.008393,0.02
22,rules,67,high,7599.51,0,26.73,0,0.013295,0.03
22,rules,68,high,8322.56,0,35.49,0,0.011619,0.03
22,rules,69,medium,20921.41,0,39.61,0,0.006178,0.02
22,rules,70,high,5074.99,0,35.12,0,0.011869,0.03
22,rules,71,medium,26688.7,0,33.24,0,0.006663,0.02
22,rules,72,low,59439.01,1,26.97,0,0.003227,0.01
22,rules,73,high,14796.71,0,25.99,0,0.011971,0.03
22,rules,74,high,5797.88,0,25.51,0,0.015241,0.03
22,rules,75,medium,18040.24,0,35.53,0,0.004525,0.02
22,rules,76,low,44325.04,1,37.96,0,0.003342,0.01
22,rules,77,medium,18403.66,1,32.25,0,0.00509,0.02
22,rules,78,medium,18032.6,0,39.43,0,0.00515,0.02
22,rules,79,medium,4365.75,0,37.6,0,0.005618,0.02
22,rules,80,high,15523.65,0,35.35,0,0.011923,0.03
22,rules,81,medium,9756.36,1,35.08,0,0.007874,0.02
22,rules,82,high,9755.87,0,30.23,0,0.009297,0.03
22,rules,83,high,1850.78,0,34.09,0,0.015588,0.03
22,rules,84,low,66291.23,1,34.2,0,0.002595,0.01
22,rules,85,high,2549.67,0,34.68,0,0.012002,0.03
22,rules,86,high,4360.86,0,35.5,0,0.014761,0.03
22,rules,87,medium,16960.6,1,31.76,0,0.006973,0.02
22,rules,88,medium,17666.02,0,38.48,0,0.007242,0.02
22,rules,89,high,13357.91,0,28.56,0,0.012519,0.03
22,rules,90,high,10488.39,0,30.67,0,0.01067,0.03
22,rules,91,medium,10486.74,1,34.61,0,0.005286,0.02
22,rules,92,low,44332.42,1,36.23,0,0.003895,0.01
22,rules,93,high,2551.39,0,34.75,0,0.01365,0.03
22,rules,94,low,33875.76,0,42.62,0,0.001753,0.01
22,rules,95,medium,30275.99,1,33.57,0,0.004649,0.02
22,rules,96,medium,18764.66,1,32.79,0,0.005083,0.02
22,rules,97,low,48995.07,1,25.16,0,0.002496,0.01
22,rules,98,low,44680.1,1,36.31,0,0.00337,0.01
22,rules,99,high,10845.19,0,33.12,0,0.011919,0.03
22,rules,100,medium,8316.52,0,28.39,0,0.00601,0.02
22,rules,101,high,14086.16,0,32.93,0,0.012032,0.03
22,rules,102,medium,14439.93,1,29.76,0,0.006105,0.02
22,rules,103,low,66659.49,1,38.02,0,0.00253,0.01
22,rules,104,high,11548.45,0,34.04,0,0.012415,0.03
22,rules,105,high,5444.98,1,38.71,0,0.013787,0.03
22,rules,106,low,50450.9,1,32.48,0,0.00308,0.01
22,rules,107,high,3279.57,0,33.13,0,0.011542,0.03
22,rules,108,low,51874.84,1,35.21,0,0.002077,0.01
22,rules,109,low,42516.69,1,32.1,0,0.0032,0.01
22,rules,110,medium,16953.98,1,30.83,0,0.006451,0.02
22,rules,111,high,6517.23,0,28.71,0,0.011657,0.03
22,rules,112,high,14805.61,1,28.41,0,0.009384,0.03
22,rules,113,medium,4368.46,0,37.37,0,0.00562,0.02
22,rules,114,high,3292.6,1,35.73,0,0.011783,0.03
22,rules,115,medium,8327.89,0,31.64,0,0.005736,0.02
22,rules,116,low,44686.24,1,29.18,0,0.002801,0.01
22,rules,117,low,61604.52,1,28.8,0,0.002827,0.01
22,rules,118,medium,22355.15,1,38.16,0,0.004198,0.02
22,rules,119,low,60887.58,1,30.15,0,0.002453,0.01
23,rules,0,low,43243.83,1,23.54,0,0.003098,0.01
23,rules,1,low,34607.0,1,26.83,0,0.002951,0.01
23,rules,2,low,44682.14,1,37.16,0,0.002957,0.01
23,rules,3,medium,18418.03,1,29.55,0,0.006911,0.02
23,rules,4,medium,38931.87,1,28.84,0,0.004181,0.02
23,rules,5,low,63042.38,1,26.93,0,0.002643,0.01
23,rules,6,medium,19114.21,1,35.51,0,0.006923,0.02
23,rules,7,high,3281.23,0,36.24,0,0.008006,0.03
23,rules,8,low,38556.58,0,26.69,0,0.003136,0.01
23,rules,9,low,62330.33,1,34.13,0,0.002965,0.01
23,rules,10,high,7969.17,0,33.09,0,0.010347,0.03
23,rules,11,medium,15156.35,0,27.68,0,0.006208,0.02
23,rules,12,medium,15520.9,1,34.17,0,0.004857,0.02
23,rules,13,medium,16603.85,0,31.08,0,0.005303,0.02
23,rules,14,low,50440.01,1,29.68,0,0.002872,0.01
23,rules,15,medium,13711.8,0,22.16,0,0.005495,0.02
23,rules,16,low,58725.67,1,31.88,0,0.002745,0.01
23,rules,17,medium,11210.21,0,32.31,0,0.006531,0.02
23,rules,18,high,3637.07,1,28.25,0,0.009951,0.03
23,rules,19,high,10468.5,0,32.11,0,0.009753,0.03
23,rules,20,low,40005.76,1,28.23,0,0.003193,0.01
23,rules,21,medium,11194.9,0,33.87,0,0.004774,0.02
23,rules,22,medium,22727.02,0,33.18,0,0.006291,0.02
23,rules,23,medium,30992.71,0,37.01,0,0.004602,0.02
23,rules,24,high,16234.73,0,41.61,0,0.010261,0.03
23,rules,25,high,4005.9,0,39.33,0,0.016413,0.03
23,rules,26,low,43613.82,1,30.47,0,0.003324,0.01
23,rules,27,medium,14805.47,0,32.62,0,0.006475,0.02
23,rules,28,low,53335.83,1,29.18,0,0.003578,0.01
23,rules,29,medium,32444.24,0,32.21,0,0.004973,0.02
23,rules,30,medium,6149.57,1,23.09,0,0.00583,0.02
23,rules,31,high,8681.93,0,27.13,0,0.015774,0.03
23,rules,32,low,51867.49,1,31.42,0,0.002713,0.01
23,rules,33,high,5799.14,0,36.4,0,0.013558,0.03
23,rules,34,high,8322.33,0,25.42,0,0.013319,0.03
23,rules,35,medium,16610.6,1,29.72,0,0.006052,0.02
23,rules,36,medium,16602.9,1,36.28,0,0.006928,0.02
23,rules,37,high,7244.5,0,32.73,0,0.012231,0.03
23,rules,38,medium,18038.05,0,35.06,0,0.007557,0.02
23,rules,39,high,4722.32,0,37.13,0,0.014789,0.03
23,rules,40,high,7968.18,1,32.7,0,0.011172,0.03
23,rules,41,low,51880.73,1,26.17,0,0.003171,0.01
23,rules,42,low,47197.85,1,40.81,0,0.003323,0.01
23,rules,43,medium,10474.78,1,34.46,0,0.00661,0.02
23,rules,44,low,46833.21,1,34.33,0,0.003282,0.01
23,rules,45,high,4721.61,0,38.91,0,0.010326,0.03
23,rules,46,medium,16953.7,1,27.55,0,0.005913,0.02
23,rules,47,medium,25609.39,0,34.12,0,0.006691,0.02
23,rules,48,high,4000.75,0,30.1,0,0.014705,0.03
23,rules,49,medium,19122.82,0,40.23,0,0.006613,0.02
23,rules,50,medium,8319.19,1,25.47,0,0.006705,0.02
23,rules,51,low,67716.65,1,30.97,0,0.002917,0.01
23,rules,52,medium,19120.18,1,31.37,0,0.007347,0.02
23,rules,53,medium,19118.24,1,27.87,0,0.006129,0.02
23,rules,54,medium,18054.1,0,28.39,0,0.006069,0.02
23,rules,55,medium,15515.35,1,30.23,0,0.006116,0.02
23,rules,56,medium,18398.74,1,34.93,0,0.00612,0.02
23,rules,57,low,54754.66,1,34.11,0,0.00291,0.01
23,rules,58,medium,5798.48,0,35.95,0,0.005089,0.02
23,rules,59,medium,6527.73,1,32.6,0,0.00615,0.02
23,rules,60,low,51862.4,1,36.53,0,0.002979,0.01
23,rules,61,high,4713.42,1,37.97,0,0.008821,0.03
23,rules,62,medium,19121.85,0,37.16,0,0.007327,0.02
23,rules,63,high,5789.17,0,29.46,0,0.013389,0.03
23,rules,64,high,14093.83,1,35.1,0,0.014125,0.03
23,rules,65,low,65925.83,0,35.61,0,0.002755,0.01
23,rules,66,medium,16605.59,1,38.73,0,0.008681,0.02
23,rules,67,high,6886.86,0,33.11,0,0.01728,0.03
23,rules,68,high,3297.25,0,29.74,0,0.013726,0.03
23,rules,69,low,52237.57,1,30.79,0,0.003388,0.01
23,rules,70,high,9040.55,0,29.06,0,0.014111,0.03
